,ID,SMILES,Mutagenicity
0,ref4_0,[O-][N+](=O)c1ccc2ccc3ccc(c4c5ccccc5c1c2c34)[N+](=O)[O-],1
1,ref4_1,[O-][N+](=O)c1c2CCCCc2c3ccc4cccc5ccc1c3c45,1
2,ref4_2,O=C1c2ccccc2C(=O)c3c1ccc4c3[nH]c5c6C(=O)c7ccccc7C(=O)c6c8[nH]c9c%10C(=O)c%11ccccc%11C(=O)c%10ccc9c8c45,0
3,ref4_3,NNC(=O)CNC(=O)C=N#N,1
4,ref4_4,O=C1NC(=O)C(C=N1)=N#N,1
5,ref4_5,NC(=O)CNC(=O)C=N#N,1
6,ref4_6,CCCCN(CC(O)C1=CC(=N#N)C(=O)C=C1)N=O,1
7,ref4_7,NC(COC(=O)C=N#N)C(O)=O,1
8,ref4_8,CCN(CC(O)C1=CC(=O)C(C=C1)=N#N)N=O,1
9,ref4_9,CC(=O)OC1(CCC2C3C=C(Cl)C4=CC(=O)OCC4(C)C3CCC12C)C(=O)C,0
10,ref4_10,Nc1nc(N)nc(N)n1,0
11,ref4_11,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(c1)[N+](=O)[O-],1
12,ref4_12,CC(C)CC(=O)Nc1snc2ccccc12,0
13,ref4_13,Cc1cccc(c1C)[N+](=O)[O-],1
14,ref4_14,CCCCCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)C#C,0
15,ref4_15,CCC[N+](=O)[O-],0
16,ref4_16,OC(=O)c1cc(cc2cccnc12)[N+](=O)[O-],1
17,ref4_17,OC1C=Cc2c(ccc3c(Br)c4ccccc4cc23)C1O,1
18,ref4_18,NC(=O)Nc1nc2ccccc2[nH]1,1
19,ref4_19,C[C@@H](O)CCC(=O)c1cocc1,0
20,ref4_20,Nc1ccc2c(oc3ccccc23)c1,1
21,ref4_21,Cc1ccc2ccc3ccc(C)cc3c2c1,1
22,ref4_22,Cc1cc2c(nc(N)n2C)c3ncc(nc13)c4ccccc4,1
23,ref4_23,CCN(N=O)\C(=N\O)\C=O,1
24,ref4_24,NNc1nnc(NN)c2ccccc12,1
25,ref4_25,C=CC(=O)NCNC(=O)C=C,1
26,ref4_26,OCc1cc2c3ccccc3c4cccc(c1)c24,0
27,ref4_27,Cc1ccccc1c2ccccc2,0
28,ref4_28,CC1C2C3C(C)C4C(=O)C56C(=O)c7c(O)cc(C)cc7C(=O)C35C1C(=O)C68C(=O)c9c(O)cc(C)cc9C(=O)C248,0
29,ref4_29,Cc1nc(N)nc(N)n1,0
30,ref4_30,CCNc1nc(N)nc(Cl)n1,0
31,ref4_31,C1CCC(CC1)N2C3C2c4ccccc4c5ccccc35,1
32,ref4_32,CC(=O)NC(CSC(=C(Cl)Cl)Cl)C(=O)O,1
33,ref4_33,CC(C)[C@@H]1CC[C@H](C)[C@@H]2CC[C@H](C)C[C@@H]12,1
34,ref4_34,CCNN=NCC,1
35,ref4_35,Oc1cccc(c1)[N+](=O)[O-],1
36,ref4_36,[O-][N+](=O)c1ccc2c(c1)c3cccc4cccc2c34,1
37,ref4_37,OCc1occc1,0
38,ref4_38,C(Cc1ccc(cc1)c2ccccc2)[C@H]3CO3,1
39,ref4_39,Oc1cc2c3ccccc3ccc2c4ccccc14,1
40,ref4_40,Oc1ccc2ccccc2c1N=Nc3ccccc3,1
41,ref4_41,N[C@@H]1CC[C@@H](C[C@@H]2CC[C@@H](N)CC2)CC1,0
42,ref4_42,COC(=O)C12CC1(C=O)C(=CC3CC(C)(C)CC23)C=O,1
43,ref4_43,CCOC(=O)C(C)Br,1
44,ref4_44,COC1(CCCC1)OC2CCC3C4CCC5CC6SC6CC5(C)C4CCC23C,0
45,ref4_45,CCN(CCCl)CCCNc1c2CCCCc2nc3ccccc13,1
46,ref4_46,C\C(=C/C(=C/C1=CCOC1=O)/C)\C=C\C=C(/C)\C(=O)C23OC2C(O)(CCO)NC3=O,1
47,ref4_47,CCO[P@](=S)(CC)Sc1ccccc1,0
48,ref4_48,Nc1ccc(c(N)c1)[N+](=O)[O-],1
49,ref4_49,CCSCCSP(=O)(OC)OC,0
50,ref4_50,Cc1ccccc1C(=O)O,0
51,ref4_51,CC(=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C)C,1
52,ref4_52,Brc1ccccc1,0
53,ref4_53,Cc1cc(N)c(cc1Cl)S(=O)(=O)O,0
54,ref4_54,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0
55,ref4_55,CN(C)CCNC(=O)c1cccc2C(=O)c3ccccc3C(=O)c12,1
56,ref4_56,Nc1snc2c(Cl)cc(Cl)cc12,1
57,ref4_57,ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(CC2(Cl)Cl)C(Cl)Cl,0
58,ref4_58,Cc1cc(O)c2C(=O)c3c(O)cc(O)c(c3C(=O)c2c1)c4c(O)cc(O)c5C(=O)c6c(O)cc(C)cc6C(=O)c45,0
59,ref4_59,COCCl,0
60,ref4_60,O=NN1CCOCC1,1
61,ref4_61,Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,1
62,ref4_62,Nc1ccc(Nc2ccccc2)cc1,0
63,ref4_63,CCCCCOC(=O)C(=C)C,0
64,ref4_64,OC(=O)c1ccccc1,0
65,ref4_65,Nc1ncnc2c1ncn2Cc3ccc(cc3)[N+](=O)[O-],1
66,ref4_66,C1c2cccc3ccc4cccc1c4c23,1
67,ref4_67,Fc1ccccc1c2ccccc2,0
68,ref4_68,Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2Cl,0
69,ref4_69,CC(=CCc1ccc(O)c2C(=O)c3c(O)c4c(OC5OC=CC45O)cc3Oc12)C,1
70,ref4_70,CC1COCc2cc3c(cc12)C(C)(C)C(C)C3(C)C,0
71,ref4_71,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,0
72,ref4_72,Nc1ccc2ccccc2c1N=Nc3ccc(cc3)[N+](=O)[O-],1
73,ref4_73,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)CO,1
74,ref4_74,Oc1ccc(Cc2ccccc2O)cc1,0
75,ref4_75,COC(C)CCO,0
76,ref4_76,CC(=O)N(O)c1ccc(Oc2ccccc2)cc1,1
77,ref4_77,CC(C)(c1ccc(OP(O)O)cc1)c2ccc(OP(O)O)cc2,0
78,ref4_78,CCCCCCCC(=O)Cl,1
79,ref4_79,CC(C)(C)C(Br)C(=O)Nc1ccccc1,0
80,ref4_80,CCN(CC)CCNc1ccc2nc(C)n3c4ccc(O)cc4C(=O)c1c23,1
81,ref4_81,CCNC(=O)Nc1ncc(s1)[N+](=O)[O-],1
82,ref4_82,COc1ccc(O)c2C(=O)c3c(OC)cc4O[C@@H]5OC=C[C@H]5c4c3Oc12,1
83,ref4_83,[O-][N+](=O)c1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,1
84,ref4_84,COC(=O)C(=C)C,0
85,ref4_85,Oc1ccc2c3ccc(O)c4C(=O)C=C[C@@](O)([C@@H]5[C@H]6O[C@H]6C(=O)c1c25)c34,1
86,ref4_86,COC(=O)N,0
