,ID,SMILES,Mutagenicity
0,ref2_0,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,1
1,ref2_1,C1O[C@@H]1[C@H]2CO2,1
2,ref2_2,Nc1ccc(cc1)c2ccc(N)cc2,1
3,ref2_3,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0
4,ref2_4,Nc1ccc2cc3ccccc3cc2c1,1
5,ref2_5,CC(=O)Nc1ccc2c(Cc3ccccc23)c1,1
6,ref2_6,[O-]C(=O)c1ccccn1,0
7,ref2_7,c1ccc2cc3ccccc3cc2c1,1
8,ref2_8,Cc1ccccc1N,0
9,ref2_9,COc1cc(CNC(=O)CCCC\C=C\C(C)C)ccc1O,0
10,ref2_10,[O-]C(=O)CN(CC([O-])=O)CC([O-])=O,0
11,ref2_11,Nc1ccccc1,0
12,ref2_12,Cc1ccc(N)cc1N,1
13,ref2_13,O=NN1CCCC1,1
14,ref2_14,CC(=O)Oc1ccccc1C(O)=O,0
15,ref2_15,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,1
16,ref2_16,Nc1ccc(N)cc1,1
17,ref2_17,ClCC1CO1,1
18,ref2_18,C=Cc1ccccc1,0
19,ref2_19,C=CC(=O)OCCOC(=O)C=C,0
20,ref2_20,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,0
21,ref2_21,Oc1cccc2cccnc12,1
22,ref2_22,Cc1c2ccccc2c(C)c3c4ccccc4ccc13,1
23,ref2_23,CO[P](=O)(OC)C(O)C(Cl)(Cl)Cl,0
24,ref2_24,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,0
25,ref2_25,CCC1CO1,1
26,ref2_26,ClCC(Br)CBr,1
27,ref2_27,Cc1ccc(N)cc1,0
28,ref2_28,CC(O)CN,0
29,ref2_29,[S-]C(=S)NCCNC([S-])=S,0
30,ref2_30,OCC1CO1,1
31,ref2_31,OC1OC(=O)C(=C1C(Cl)Cl)Cl,1
32,ref2_32,CCO[S](C)(=O)=O,1
33,ref2_33,CCOc1ccc(NC(C)=O)cc1,0
34,ref2_34,ClC1=C(Cl)C2(Cl)C3CO[S](=O)OCC3C1(Cl)C2(Cl)Cl,0
35,ref2_35,COc1cc(ccc1N)c2ccc(N)c(OC)c2,1
36,ref2_36,NNc1nncc2ccccc12,1
37,ref2_37,CC1CC(C)(C)c2cc(C(C)=O)c(C)cc2C1(C)C,0
38,ref2_38,CC(O)CN(CC(C)O)N=O,1
39,ref2_39,Nc1ccc(Cl)cc1,1
40,ref2_40,CC(=C)CCl,0
41,ref2_41,CCCCC(CC)CO,0
42,ref2_42,CCCCC(CC)COC(=O)c1ccc(N(C)C)c(c1)[N+]([O-])=O,1
43,ref2_43,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,0
44,ref2_44,O=NN1CCCC1c2cccnc2,1
45,ref2_45,COc1ccc(\C=C\C)cc1,0
46,ref2_46,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,0
47,ref2_47,CC(O)CN(C)N=O,1
48,ref2_48,CCC(CO)[N+]([O-])=O,0
49,ref2_49,CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)CC=C)C1(C)C,1
50,ref2_50,CC(O)CN(CC(C)=O)N=O,1
51,ref2_51,CCCCC(CC)C(O)=O,0
52,ref2_52,[O-][S](=O)(=O)c1ccc(N\N=C2\C(=O)C=Cc3cc(ccc23)[S]([O-])(=O)=O)cc1,0
53,ref2_53,Nc1ccc(Cl)c(Cl)c1,0
54,ref2_54,CC(CN(CC(C)OC(C)=O)N=O)OC(C)=O,1
55,ref2_55,Nc1c2ccccc2nc3ccccc13,1
56,ref2_56,CCCCC(CC)COC(=O)c1ccccc1C(O)=O,0
57,ref2_57,OC(=O)c1cc2ccccc2cc1O,0
58,ref2_58,CCCCC/C=C\C\C=C/CCCCCCCC(O)=O,0
59,ref2_59,C1OC1c2ccccc2,1
60,ref2_60,CNC(=O)Oc1ccc2[NH+](C)[C@H]3[NH+](C)CC[C@@]3(C)c2c1,0
61,ref2_61,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,0
62,ref2_62,[O-]C(=O)C=C,0
63,ref2_63,COc1cc(NC(C)CCCN)c2ncccc2c1,1
64,ref2_64,Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,1
65,ref2_65,Cc1ccc(O)cc1,0
66,ref2_66,O=C=Nc1ccc(Cc2ccc(cc2)N=C=O)cc1,0
67,ref2_67,NC(CS)C(O)=O,1
68,ref2_68,CCCCCCCCCCCCCCCCC1CO1,0
